text,label_str,label,text_length,word_count,text_original,changed,label_id
i feel agitated and annoyed more than worried or fearful but these feelings can easily lead to being short tempered with my family and feelings of disharmony,fear,1,157,27,i feel agitated and annoyed more than worried or fearful but these feelings can easily lead to being short tempered with my family and feelings of disharmony,False,1
i feeling suspicious i snooped computer,fear,1,39,6,i feeling suspicious i snooped computer,False,1
i can drop people who are using me no problem and i can certainly assert myself with the children but asking nik to leave early on an easy day just because im feeling weepy and want a hug,sadness,4,187,38,i can drop people who are using me no problem and i can certainly assert myself with the children but asking nik to leave early on an easy day just because im feeling weepy and want a hug,False,4
i guess this is a memoir so it feels like that should be fine too except i dont know something about such a deep amount of self absorption made me feel uncomfortable,joy,2,165,32,i guess this is a memoir so it feels like that should be fine too except i dont know something about such a deep amount of self absorption made me feel uncomfortable,False,2
i dont really miss the sleepless colic crying newborn stage though i am feeling a little sentimental,sadness,4,100,17,i dont really miss the sleepless colic crying newborn stage though i am feeling a little sentimental,False,4
im not going to lie ive been feeling rather happy lately which is odd for me since im rarely happy when school is in session,joy,2,124,25,im not going to lie ive been feeling rather happy lately which is odd for me since im rarely happy when school is in session,False,2
i didnt want to walk passed there just in case the customers feel disturbed,sadness,4,75,14,i didnt want to walk passed there just in case the customers feel disturbed,False,4
i have to admit i feel a little hesitant about embedding a music video below in this case,fear,1,89,18,i have to admit i feel a little hesitant about embedding a music video below in this case,False,1
i will admit with the joy of cooking there are also times where you feel defeated,sadness,4,81,16,i will admit with the joy of cooking there are also times where you feel defeated,False,4
i don t feel well enough to cook,joy,2,32,8,i don t feel well enough to cook,False,2
i am happy to see that he is off with hopefully a good job but i can t help feel a little greedy,anger,0,96,23,i am happy to see that he is off with hopefully a good job but i can t help feel a little greedy,False,0
i retorted feeling my face grow hot,love,3,35,7,i retorted feeling my face grow hot,False,3
i don t try to put my light in where i can i m going to feel fester y and grow bitter and dark,anger,0,94,24,i don t try to put my light in where i can i m going to feel fester y and grow bitter and dark,False,0
i guess im feeling generous today and so i have decided to offer a fabulous deal on of my most popular prints at the moment,joy,2,123,25,i guess im feeling generous today and so i have decided to offer a fabulous deal on of my most popular prints at the moment,False,2
i feel really lucky for everything i have this year a job a roof over my head heat and the ability to give my kids a fun christmas and if i have a little left over i want to pass if forward as the saying goes there but for the grace of god i go,joy,2,244,55,i feel really lucky for everything i have this year a job a roof over my head heat and the ability to give my kids a fun christmas and if i have a little left over i want to pass if forward as the saying goes there but for the grace of god i go,False,2
im feeling particularly generous,joy,2,32,4,im feeling particularly generous,False,2
i have ticket stubs going all the way back to and every once in a while when i m feeling kinda sentimental i open up the box and go through my ticket stubs so that they can remind me of all the good times i ve had at stadiums around the country,sadness,4,244,52,i have ticket stubs going all the way back to and every once in a while when i m feeling kinda sentimental i open up the box and go through my ticket stubs so that they can remind me of all the good times i ve had at stadiums around the country,False,4
i feel like i am doomed for the rest of my life,sadness,4,47,12,i feel like i am doomed for the rest of my life,False,4
